,nodes
342152911,"[3491831105, 3491831106, 3491831107, 3491831108, 3491831109, 3491831110, 3491831111, 3491831112, 3491831113, 3491831114, 3491831027, 3491831115, 3491831116, 3491831117, 3491831118, 3491831119, 3491831120, 3491831121, 3491831122, 3491831123, 3491831124, 3491831125, 3491831126, 3491831127, 3491831128, 3491831129, 3491831130, 3491831131, 3491831132, 3491831133, 3491831134, 3491831135, 3491831136, 3491831137, 3491831138]"
342152912,"[3491831136, 3491831139, 3491831140, 3491831141, 3501475915, 3491831142, 3494798800, 3491831143, 3491831144, 3491831145, 5502412761, 3370641048]"
342152923,"[3491831173, 3491831174, 3491831175, 3491831176, 3491831177, 3491831178, 3491831179, 3491831180, 3491831181, 3491831182, 3491831183, 3491831184, 3491831185, 3491831186, 3491831187, 3491831188, 3491831189, 3491831190, 3491831191, 3491831192, 3491831193, 3491831194, 3491831195, 3491831196, 3491831197, 3491831198, 3491831199, 3491831200, 3491831201, 3491831202, 3491831203, 3491831204, 3491831205, 3491831206]"
342152924,"[3491831206, 3491831207, 3491831208, 3491831209, 3491831210, 3491831211, 3491831212, 3491831213, 3491831214, 3491831215, 3491831216, 3491831217, 3491831218, 3491831219, 3491831220, 3491831221, 3491831222, 3491831223, 3491831224, 3491831225, 3491831226, 3491831227, 3491831228, 3491831229, 3491831230, 3491831231, 3491831232, 3491831233, 3491831234, 3491831235, 3491831236, 3491831237, 3491831238, 3491831239, 3491831240, 3491831241, 3491831242, 3491831243, 3491831244, 3491831245, 3491831246, 3491831247, 3491831248, 3491831249, 3491831250, 3491831251, 3491831252, 3491831253, 3491831254, 3491831255, 3491831256, 3491831257, 3491831258, 3491831259, 3491831260, 3491831261, 3491831262, 3491831263, 3491831264, 3491831265, 3491831266, 3491831267, 3491831268, 3491831269, 3491831270, 3491831271, 3491831272, 3491831273, 3491831274, 3491831275, 3491831276, 3491831277, 3491831278, 3491831279, 3491831280, 3491831281, 3491831282, 3491831283, 3491831284, 3491831285, 3491831286]"
342152925,"[3491831271, 3491831287, 3491831288, 3491831289, 3491831290, 3491831291, 3491831292, 3491831293, 3491831294, 3491831295, 3491831296, 3491831297, 3491831298, 3491831299, 3491831300, 3491831301, 3491831302, 3491831303, 3491831304, 3491831305, 3491831306, 3491831307, 3491831308, 3491831309, 3491831310, 3491831311, 3491831312, 3491831313, 3491831314, 3491831315, 3491831316, 3491831317, 3491831318, 3491831319, 3491831320, 3491831321, 3491831322, 3491831323, 3491831324, 3491831325, 3491831326, 3491831327, 3491831328, 3491831329, 3491831330]"
342152926,"[3370641048, 3491831331, 3491831332, 3491831334, 3491831335, 3491831336, 3491831337, 3491831338, 3491831339, 3491831340, 3491831341, 3491831342, 3491831343, 3491831344, 5502412760, 3491831345, 3491831346, 3491831347, 3491831348, 3491831349, 3491831350, 3491831351, 3491831352, 3491831353, 3491831355, 3491831356, 3491831357, 3491831358, 3491831359, 3491831360, 3491831361, 3491831362, 3491831363, 3491831364, 3491831365, 3491831366, 3491831367, 3491831368, 3491831369, 3491831370, 3491831371, 3491831372, 3491831373, 3491831374, 3491831375, 3491831376, 3491831377, 3491831378, 3491831379, 3491831380, 3494798801, 3494798802, 3494798803, 3494798804, 3494798805, 3494798806, 3494798807, 3494798808, 3494798809, 3494798810, 3494798813, 3494798815, 3494798811, 3494798812, 3494798814, 3494798816, 3494798817, 3494798818, 3494798819, 3494798820, 3494798821, 3494798822, 3494798823, 3494798824, 3494798825, 3494798826, 3494798827, 3494798828, 3494798829, 3494798830, 3494798831, 3494798832, 3494798833, 3494798834, 3494798835, 3494798836, 3494798837, 3494798839, 3494798838, 3494798840, 3494798843, 3494798846, 3494798844, 3494798842, 3494798841, 3494798845, 3494319319]"
342426557,"[3538691822, 3494305593, 3494304492, 3494304491, 3494304490, 3494304489, 3494304488, 3494304487]"
342426558,"[3494304464, 3494304463, 3494304462, 3494304461, 3494304459, 3494304460, 3494304456, 3494304454, 3494304453, 3494304452, 3494304451, 3494304450, 3494304449, 3494304448, 3494304446, 3494304447, 3494304445, 3494304444, 3494304442, 3494304443, 3494304441, 3494304440, 3494304439, 3494304438, 3494304435, 3494304434, 3494304433, 3494304432, 3494304431, 3494304430, 3494304429, 3494304418, 3494304414, 3494304426, 3494304428, 3494304424, 3494304425, 3494304417, 3494304420, 3494304415, 3494304419]"
342426933,"[3494311454, 3494311461, 3494311463, 3494311464, 3494311462, 3494311450, 3494311442, 3494311437, 3494311430, 3494311427, 3494311431, 3494311439, 3494311445, 3494311447, 3494311440, 3494311434, 3494311433, 3494311429, 3494311426, 3494311424, 3494311422]"
342426934,"[3494304487, 3494311420, 3494311418, 3494311419, 3494311421, 3494311425, 3494311428, 3494311432, 3494311438, 3494311444, 3494311451, 3494311452, 3494311446, 3494311453, 3494311456, 3494311460, 3494311454, 3494311459, 3494311462]"
342427941,"[3494319353, 3494319354, 3494319357, 3494319351, 3494319348, 3494319344, 3494319342, 3494319338, 3494319334, 3494319329, 5502420568, 3494319326, 3494319322, 3494319319]"
342428233,"[3494322583, 3494322581, 3494322580, 3494322579, 3494322578, 3494322577, 3494322576, 3494322575, 3494322574, 3494322573, 3494322572, 3494322571, 3494322570, 3494322569]"
342428234,"[3480332873, 3494322584, 3494322585, 3494322586, 3494322590, 3494322693, 3494322696, 3494322695, 3494322592, 3494322589, 3494322587, 3494322588, 3494322591, 3494322694, 3494322697, 3494322698, 3494322699, 3494322700, 3494322702, 3494322701, 3494322703, 3494322704, 3494322706, 3494322710, 3494322711, 3494322714, 3494322713, 3494322709, 3494322707, 3494322705, 3494322708, 3494322712, 3494322715, 3494322716, 3494322717, 3494322718, 3494322719, 3494322720, 3494322722, 3494322725, 3494322726, 3494322724, 3494322721, 3494322723, 3494322727, 3494322728, 3494322729, 3494322730, 3494322731, 3494335158, 3494322732, 3494322734, 3494322733, 3479515340]"
342436008,"[3480332866, 3494405446, 3494405445, 3494405443, 3494405444, 3494405442, 3494405441, 3494405440, 3494405439, 3494405438, 3494405437, 3494405436, 3494405435, 3494405434, 3494405433, 3494405432, 3494405431, 3494405430, 3494405429, 3494405428, 3494405427, 3494405426, 3494405425, 3494405423, 3494405419, 3494405418, 3494405416, 3494405415, 3494405414, 3494405413, 3494405417, 3494405420, 3494405424, 3494405421, 3494405422]"
342436009,"[3494405414, 3494405412, 3494405411, 3494405410, 3494405409, 3494405408, 3494405407, 3494405406, 3494405405, 3494405404, 3494405403, 3494405402, 3494405401, 3494405400, 3494405399, 3494405398, 3494405397, 3494405396, 3494405395, 3494405394, 3494405393, 3494396192, 3494396191, 3494396190, 3494396189, 3494396188, 3494396187, 3494396186, 3494396185, 3494396184, 3494396183, 3494396182, 3494396181, 3494396180, 3494396179, 3494396178, 3494396177, 3494396176, 3494396175, 3494396174, 3494396173, 3494396172, 3494396171, 3494396170, 3494396169, 3494396168, 3494396167, 3494396166, 3494396165, 3494396164, 3494396163, 3494396162, 3494396161, 3494396160]"
342527238,"[3495081962, 3495081963, 3495081964, 3495081965, 3495081966, 3495081967, 3495081968, 3495081969, 3495081970, 3495081971, 3495081972]"
342527319,"[3495081972, 3495085397, 3542036139, 3542036138, 3495085398, 3542036135, 3495085399, 3495085400, 3495085401, 3495085402, 3495085403, 3495085404, 3499344889]"
343010676,"[3370634961, 3499370444, 3499370437, 3499370433, 3499370423, 3499370422, 3499370421, 3499370418, 3499370417, 3499370415, 3499370414, 3370634939]"
343010677,"[3370634992, 3499370449, 3499370467, 3499370473, 3499370482, 3499370479, 3499370469, 3499370461, 3499370455, 3499370451, 3499370448, 3499370450]"
343010678,"[3499370602, 3499370601, 3499370600, 3499370597, 3499370596, 3499370595, 3499370491, 3499370489, 3499370488, 3499370486, 3499370484, 3499370483, 3499370474, 3499370468, 3499370470, 3499370462, 3499370471, 3499370472, 3499370456, 3499370453, 3499370452, 3499370447, 3499370446, 3542045213, 3542045214, 3542045212, 3542045211, 3542045210, 3542045209, 3542045206, 3542045205, 3542045204, 3542045202, 3542045200, 3542045198, 3542045196, 3542045194, 3542045193, 3542045191, 3542045192]"
343576013,"[3491831088, 3504155362, 3504155363, 3504155364, 3504155365, 3504155366, 3517540504, 3504155367, 3504155368, 3504155369, 3504155370, 3504155371, 3504155372, 3504155373, 3504155374, 3504155375, 3504155376, 3504155377, 3504155378, 3504155379, 3504155380, 3504155381, 3504155382, 3504155383, 3504155384, 3504155385, 3504155386, 3504155387, 3504155388, 3504155389, 3504155390, 3504155391]"
343576014,"[3504155391, 3504155392, 3504155793, 3504155794, 3504155795, 3504155796, 3504155797, 3504155798, 3504155799, 3504155800, 3504155801]"
343576015,"[3504155798, 3504155802, 3504155803, 3504155804, 3504155805, 3504155806, 3504155807, 3504155808]"
343576016,"[3504155807, 3504155809, 3504155810, 3504155811, 3504155812, 3504155813, 3504155814, 3504155815, 3504155816, 3504155817, 3504155818, 3504155819, 3504155820, 3504155821, 3504155822, 3504155823, 3504155824, 3504155825, 3504155826, 3517540465, 3517540464, 3517540463, 3517540460, 3517540454, 3517540455, 3517540462, 3517540461, 3517540458, 3517540456, 3517540452, 3517540459, 3517540457, 3517540449, 3517540446, 3517540448, 3517540445, 3517540442, 3517540435, 3517540440, 3517540441, 3517540443, 3517540450, 3517540453, 3517540451, 3517540444, 3517540436, 3517540438, 3517540439, 3517540447, 3517540437, 3517540434, 3517540433, 3517540432, 3517540431, 3517540430, 3517540429, 3517540428, 3517540427, 3517540426]"
343576017,"[3504155817, 3504155827, 3504155828, 3504155829, 3504155830, 3504155831, 3504155832, 3504155833, 3504155834, 3504155835, 3504155836]"
343576598,"[3504142801, 3504142802, 3504142803, 3504142804, 3504142805, 3504142806, 3504142807, 3504142808, 3504142809, 3504142810, 3504142811, 3504142812]"
343595093,"[3504247247, 3504247248, 3504247249, 3504247250, 3504247251, 3504247252, 3504247253, 3504247254, 3504247255, 3504247256, 3504247257, 3504247258, 3504247259, 3504247260, 3504247261, 3504247262, 3504247263, 3504247264, 3504247265, 3504247266, 3504247267, 3504247268, 3504247269, 3504247270, 3504247271, 3504247272, 3504247273, 3504247274, 3504247275, 3504247276, 3504247277, 3504247278, 3504247279, 3504247280, 3504247281]"
343595130,"[3504247281, 3504247403, 3504247404, 3504247405, 3504247406, 3504247407, 3504247408]"
343595497,"[3504247404, 3504251263, 3504251264, 3504251265, 3504251266, 3504251267]"
343685941,"[3504867913, 3504867914]"
345060497,"[3517540466, 3517540467, 3517540468, 3517540469, 3517540470, 3517540471, 3504155836, 3517540472, 3517540473, 3517540474, 3517540475, 3517540476, 3517540477, 3517540478, 3517540479, 3517540480, 3517540481, 3517540482, 3517540483, 3517540484, 3517540485, 3517540486, 3517540487, 3517540488, 3517540489, 3517540490, 3517540491, 3517540492, 3517540493, 3517540494, 3517540495, 3517540496, 3517540497, 3517540498, 3517540499, 3517540500, 3517540501, 3517540502, 3517540503, 3517540506, 3517540508, 3517540510, 3517540512, 3517540513, 3517540514, 3517540515, 3517540516, 3517540520, 3517540521, 3517540522, 3517540524, 3517540525, 3517540527, 3517540529, 3517540530, 3517540533, 3517540535, 3517540536, 3517540537, 3517540539, 3517540540, 3517540542, 3517540543, 3517540544, 3517540546, 3517540549, 3517540554, 3517540557, 3517540558, 3517540561, 3517540576, 3517540580, 3517540589, 3517540600, 3517540605, 3517540608, 3517540611, 3517540614, 3517540609, 3517540607, 3517540604, 3517540602, 3517540596, 3517540595, 3517540594, 3517540593, 3517540590, 3517540588, 3517540585, 3517540591, 3517540592, 3517540582, 3517540578, 3517540571, 3517540570, 3517540568, 3517540567, 3517540577, 3517540587, 3517540584, 3517540583, 3517540575, 3517540569, 3517540565, 3517540562, 3517540564, 3517540566, 3517540563, 3517540560, 3517540559, 3517540556, 3517540555, 3517540553, 3517540552, 3517540551, 3517540550, 3517540548, 3517540547, 3517540545, 3517540541, 3517540538, 3517540534, 3517540532, 3517540531, 3517540528, 3517540526, 3517540523, 3517540519, 3517540518, 3517540517, 3517540511, 3517540509, 3517540507, 3517540505, 3517540504]"
345060506,"[3517540574, 3517540572, 3517540573, 3517540579, 3517540581, 3517540586, 3517540597, 3517540598, 3517540599, 3517540601, 3517540603, 3517540606, 3517540610, 3517540612, 3517540613, 3517540615, 3517540616, 3517540617, 3517540618, 3517540619, 3517540620, 3517540621, 3517540622, 3517540623, 3517540624, 3517540625, 3517540626, 3517540627, 3517540628, 3517540629, 3517540630, 3517540631, 3517540632, 3517540633, 3517540634, 3517540635, 3517540639, 3517540640, 3517540637, 3517540636, 3517540638, 3517540641, 3517540642, 3517540643, 3517540644, 3517540645, 3517540646]"
345062190,"[3517559600, 3517559602, 3517559607, 3517559609, 3517559606, 3517559601, 3517559599, 3517559598, 3517559596, 3517559594, 3517559589, 3517559583, 3517559585, 3517559590, 3517559592, 3517559591, 3517559586, 3517559584, 3517559580, 3517559579, 3517559577, 3517559575, 3517559574, 3517559573, 3517559569, 3517559565, 3517559564, 3517559561, 3517559557, 3517559555, 3517559546, 3517559537, 3517559526, 3517559521, 3517559506, 3517559500, 3517559499, 3517559498, 3517559494, 3517559491, 3517559487, 3517559485, 3517559480, 3517559477, 3517559475, 3517559473, 3517559468, 3517559459, 3517559454, 3517559449, 3517559442, 3517559439, 3517559438, 3517559440, 3517559443, 3517559453, 3517559458, 3517559461, 3517559464, 3517559466]"
345062207,"[3517559234, 3517559232, 3517559231, 3517559229, 3517559228, 3517559230, 3517559227, 3517559226, 3517559225, 3517559224, 3517559223, 3517559221, 3517559220, 3517559218, 3517559217, 3517559215, 3517559209, 3517559207, 3517559206, 3517559205, 3517559204, 3517559203, 3517559201, 3517559199, 3517559195]"
345062215,"[3517559637, 3517559636, 3517559634, 3517559630, 3517559629, 3517559628, 3517559627, 3517559626, 3517559625, 3517559624, 3517559623, 3517559622, 3517559621, 3517559620, 3517559619, 3517559618, 3517559617, 3517559616, 3517559615, 3517559613, 3517559610, 3517559612, 3517559614, 3517559611, 3517559608, 3517559605, 3517559604, 3517559603, 3517559600, 3517559597, 3517559595, 3517559593, 3517559588, 3517559587, 3517559582, 3517559581, 3517559578, 3517559576, 3517559562, 3517559552, 3517559541, 3517559519, 3517559510, 3517559507, 3517559505, 3517559512, 3517559515, 3517559508, 3517559495, 3517559486, 3517559483, 3517559479, 3517559474]"
345062218,"[3517540590, 3517559471, 3517559476, 3517559481, 3517559484, 3517559489, 3517559490, 3517559501, 3517559503, 3517559513, 3517559520, 3517559525, 3517559545, 3517559554, 3517559558, 3517559560, 3517559567, 3517559568, 3517559570, 3517559571, 3517559572, 3517559566, 3517559563, 3517559559, 3517559556, 3517559553, 3517559550, 3517559551, 3517559549, 3517559547, 3517559544, 3517559535, 3517559530, 3517559529, 3517559518, 3517559514, 3517559509, 3517559504, 3517559502, 3517559496, 3517559493, 3517559478, 3517559470, 3517559469, 3517559465, 3517559460, 3517559457, 3517559452, 3517559448, 3517559446, 3517559444, 3517559445, 3517559447, 3517559450, 3517559463, 3517559466]"
345062224,"[3517559515, 3517559516, 3517559522, 3517559524, 3517559532, 3517559538, 3517559536, 3517559534, 3517559543, 3517559527, 3517559528, 3517559533, 3517559539, 3517559540, 3517559548, 3517559542, 3517559531, 3517559523, 3517559517, 3517559511, 3517559497, 3517559492, 3517559488, 3517559482, 3517559472, 3517559467, 3517559462, 3517559456, 3517559455, 3517559451, 3517559441, 3517559437, 3517559436, 3517559435, 3517559432, 3517559434, 3517559433, 3517559431, 3517559430, 3517559428, 3517559424, 3517559425, 3517559426, 3517559427, 3517559429, 3517559423, 3517559422, 3517559421, 3517559416, 3517559415, 3517559417, 3517559419, 3517559420, 3517559418, 3517559414, 3517559412, 3517559413, 3517559411, 3517559410, 3517559409, 3517559408]"
347976534,"[3494304487, 3494304486, 3494304485, 3494304484, 3494304480, 3494304477, 3494304478, 3494304481, 3494304479, 3494304476, 3494304475, 3494304474, 3494304473, 3494304472, 3494304470, 3494304469, 3494304468, 3494304467, 3494304464]"
347978849,"[3370634892, 3542034890, 3542036093, 3542036099, 3542036103]"
347979482,"[3542045214, 3542045215, 3542045216, 3542045217, 3542045221, 3542045224, 3542045227, 3542045225, 3542045226, 3542045228, 3542045229, 3542045234, 3542045238, 3542045239, 3542045232, 3542045230, 3542045233, 3542045240, 3542045241, 3542045242, 3542045243, 3370635232]"
347979483,"[3481813274, 3542045007, 3542045009, 3542045011, 3542045012]"
